idade,genero,escolaridade,renda_anual,experiencia_profissional_anos,tipo_moradia,valor_emprestimo,finalidade_emprestimo,taxa_juros_emprestimo,percentual_renda_comprometida,historico_credito_anos,score_credito,inadimplencia_anterior,status_emprestimo
27,masculino,mestrado,200246.0,4,financiada,30000.0,reforma_residencial,11.01,0.15,9,637,nao,negado
27,feminino,graduacao,96893.0,4,aluguel,16000.0,reforma_residencial,7.49,0.17,8,613,sim,negado
31,feminino,graduacao,202597.0,9,financiada,25000.0,empreendimento,13.06,0.12,5,650,nao,negado
31,masculino,ensino_medio,202447.0,6,financiada,15500.0,empreendimento,9.25,0.08,7,535,sim,negado
28,feminino,ensino_medio,202656.0,5,propria,6800.0,saude,11.01,0.03,7,508,sim,negado
29,feminino,mestrado,89888.0,3,aluguel,16000.0,reforma_residencial,13.11,0.18,5,673,nao,aprovado
32,feminino,mestrado,205096.0,12,financiada,6000.0,empreendimento,7.9,0.03,8,691,nao,negado
29,masculino,graduacao,205128.0,7,financiada,18000.0,consolidacao_dividas,12.42,0.09,6,553,sim,negado
32,feminino,graduacao,76813.0,8,aluguel,16000.0,saude,14.96,0.21,5,691,nao,aprovado
29,masculino,tecnologo,90006.0,11,aluguel,16000.0,reforma_residencial,13.79,0.18,8,558,nao,aprovado
28,masculino,tecnologo,204854.0,7,financiada,20000.0,pessoal,18.99,0.1,7,640,sim,negado
33,feminino,mestrado,190978.0,10,financiada,15000.0,pessoal,16.32,0.08,5,633,nao,aprovado
28,feminino,graduacao,205139.0,2,financiada,10000.0,educacao,11.01,0.05,5,622,sim,negado
28,masculino,tecnologo,204968.0,3,financiada,20000.0,educacao,11.01,0.1,10,590,sim,negado
28,feminino,graduacao,205009.0,7,financiada,4000.0,saude,11.01,0.02,10,681,nao,negado
27,masculino,tecnologo,101629.0,7,aluguel,16000.0,saude,12.21,0.16,10,567,sim,negado
30,masculino,mestrado,205272.0,5,financiada,14000.0,empreendimento,10.62,0.07,6,666,nao,negado
33,feminino,graduacao,205019.0,12,propria,21000.0,reforma_residencial,14.26,0.1,5,578,nao,negado
30,masculino,tecnologo,207391.0,6,financiada,20000.0,empreendimento,11.01,0.1,8,635,nao,negado
33,feminino,mestrado,207498.0,11,financiada,16000.0,educacao,9.63,0.08,8,573,nao,negado
31,masculino,ensino_medio,102948.0,6,aluguel,16000.0,educacao,11.34,0.16,8,560,sim,negado
29,feminino,mestrado,208854.0,10,financiada,8000.0,empreendimento,13.79,0.04,10,670,nao,negado
30,feminino,mestrado,196783.0,7,financiada,3500.0,pessoal,10.65,0.02,8,705,nao,aprovado
27,feminino,mestrado,211175.0,4,financiada,15000.0,saude,7.49,0.07,8,661,sim,negado
27,feminino,graduacao,210558.0,6,financiada,21000.0,empreendimento,11.01,0.1,6,672,nao,negado
27,masculino,graduacao,109216.0,0,aluguel,16000.0,educacao,12.42,0.15,9,538,sim,negado
34,feminino,tecnologo,211022.0,11,financiada,12000.0,pessoal,10.74,0.06,7,683,sim,negado
32,masculino,ensino_medio,211222.0,9,financiada,24000.0,reforma_residencial,11.01,0.11,7,695,nao,negado
28,masculino,tecnologo,109204.0,6,aluguel,16000.0,empreendimento,12.68,0.15,10,663,sim,negado
27,feminino,graduacao,108616.0,4,aluguel,16000.0,reforma_residencial,8.88,0.15,9,633,sim,negado
27,feminino,graduacao,211281.0,4,financiada,11500.0,reforma_residencial,7.51,0.05,7,727,nao,negado
33,masculino,graduacao,210661.0,12,financiada,25000.0,consolidacao_dividas,10.75,0.12,9,708,nao,negado
29,masculino,graduacao,210965.0,7,financiada,2500.0,empreendimento,7.14,0.01,6,670,sim,negado
29,masculino,ensino_medio,211002.0,7,financiada,10000.0,reforma_residencial,11.01,0.05,9,635,sim,negado
30,masculino,doutorado,210769.0,9,financiada,25000.0,empreendimento,11.01,0.12,10,639,sim,negado
35,masculino,doutorado,211117.0,10,propria,24000.0,saude,12.73,0.11,10,656,nao,negado
33,masculino,graduacao,197192.0,12,financiada,10000.0,educacao,18.39,0.05,5,723,nao,aprovado
28,masculino,tecnologo,212457.0,7,financiada,25000.0,reforma_residencial,10.25,0.12,6,668,nao,negado
32,masculino,graduacao,197626.0,8,financiada,2400.0,consolidacao_dividas,14.42,0.01,10,600,nao,aprovado
31,masculino,mestrado,213241.0,7,financiada,3500.0,consolidacao_dividas,11.01,0.02,7,740,sim,negado
28,feminino,graduacao,213219.0,5,financiada,21125.0,empreendimento,13.16,0.1,5,709,sim,negado
31,feminino,graduacao,85444.0,12,aluguel,16000.0,saude,17.49,0.19,8,623,nao,aprovado
33,masculino,graduacao,215103.0,13,financiada,20000.0,reforma_residencial,6.99,0.09,6,705,sim,negado
31,feminino,ensino_medio,215750.0,10,financiada,11200.0,saude,14.27,0.05,5,664,nao,negado
30,masculino,mestrado,217125.0,9,financiada,14000.0,saude,6.03,0.06,9,715,sim,negado
30,masculino,graduacao,217183.0,6,financiada,6000.0,consolidacao_dividas,6.62,0.03,5,675,sim,negado
30,masculino,tecnologo,217312.0,11,financiada,28000.0,pessoal,10.65,0.13,6,673,sim,negado
27,masculino,tecnologo,217144.0,6,financiada,16000.0,reforma_residencial,11.01,0.07,8,670,nao,negado
29,masculino,tecnologo,217315.0,6,financiada,20000.0,saude,11.01,0.09,10,703,sim,negado
29,masculino,graduacao,217115.0,6,financiada,12000.0,consolidacao_dividas,12.99,0.06,5,691,sim,negado
27,feminino,tecnologo,217120.0,3,financiada,8000.0,saude,13.23,0.04,7,644,nao,negado
27,masculino,graduacao,121088.0,4,aluguel,16000.0,empreendimento,11.11,0.13,5,649,sim,negado
32,masculino,graduacao,216853.0,12,financiada,15600.0,pessoal,11.01,0.07,10,619,sim,negado
30,feminino,ensino_medio,219319.0,6,financiada,7200.0,pessoal,6.62,0.03,5,501,sim,negado
27,masculino,mestrado,205622.0,1,financiada,15000.0,consolidacao_dividas,11.83,0.07,10,679,nao,aprovado
34,feminino,graduacao,219900.0,15,financiada,15000.0,reforma_residencial,12.84,0.07,9,700,nao,negado
34,feminino,tecnologo,122169.0,12,aluguel,16000.0,empreendimento,6.17,0.13,9,636,nao,negado
27,feminino,mestrado,126695.0,2,aluguel,16000.0,reforma_residencial,11.01,0.13,8,649,sim,negado
34,masculino,tecnologo,222685.0,11,financiada,18250.0,consolidacao_dividas,11.01,0.08,5,638,sim,negado
28,masculino,ensino_medio,129026.0,4,aluguel,16000.0,reforma_residencial,13.49,0.12,6,638,nao,negado
27,feminino,graduacao,227803.0,3,financiada,5125.0,empreendimento,14.84,0.02,6,693,sim,negado
30,feminino,graduacao,227919.0,7,financiada,16000.0,reforma_residencial,16.35,0.07,8,685,sim,negado
27,feminino,mestrado,133218.0,4,aluguel,16000.0,educacao,15.27,0.12,8,550,nao,negado
29,feminino,mestrado,233003.0,6,financiada,11125.0,consolidacao_dividas,10.59,0.05,6,662,nao,negado
34,feminino,graduacao,234988.0,12,financiada,6000.0,empreendimento,14.27,0.03,8,517,sim,negado
34,feminino,mestrado,234964.0,11,financiada,6000.0,pessoal,6.92,0.03,10,626,nao,negado
30,masculino,mestrado,132713.0,9,aluguel,16000.0,reforma_residencial,11.01,0.12,6,663,nao,negado
30,feminino,mestrado,238948.0,11,financiada,5000.0,consolidacao_dividas,5.79,0.02,6,651,sim,negado
28,feminino,mestrado,239600.0,6,financiada,10000.0,reforma_residencial,9.32,0.04,10,711,nao,negado
27,feminino,doutorado,241287.0,5,financiada,7000.0,pessoal,6.03,0.03,10,706,nao,negado
31,feminino,tecnologo,241094.0,9,financiada,7800.0,saude,9.63,0.03,8,580,sim,negado
35,masculino,mestrado,241005.0,17,financiada,25000.0,educacao,11.01,0.1,7,693,nao,negado
29,feminino,graduacao,130855.0,7,aluguel,16000.0,educacao,11.01,0.12,7,644,nao,aprovado
30,masculino,mestrado,240693.0,10,financiada,21600.0,consolidacao_dividas,13.11,0.09,8,509,sim,negado
31,feminino,graduacao,241058.0,10,financiada,9000.0,empreendimento,7.88,0.04,6,635,sim,negado
29,feminino,mestrado,240819.0,11,financiada,12000.0,saude,7.88,0.05,7,657,nao,negado
31,feminino,graduacao,241135.0,8,propria,23500.0,reforma_residencial,10.99,0.1,5,624,nao,negado
30,masculino,mestrado,241070.0,7,propria,16000.0,empreendimento,11.01,0.07,5,531,sim,negado
29,masculino,ensino_medio,240973.0,3,propria,23000.0,educacao,12.18,0.1,9,633,sim,negado
32,feminino,graduacao,226695.0,11,financiada,10000.0,educacao,10.71,0.04,7,640,nao,aprovado
33,feminino,graduacao,241032.0,9,financiada,25000.0,reforma_residencial,9.76,0.1,9,597,sim,negado
29,feminino,graduacao,241158.0,7,financiada,6000.0,saude,11.01,0.02,8,668,sim,negado
34,feminino,tecnologo,156887.0,10,aluguel,16000.0,empreendimento,6.03,0.1,6,540,nao,negado
32,masculino,graduacao,157380.0,9,aluguel,16000.0,pessoal,11.01,0.1,10,614,sim,negado
33,masculino,graduacao,241966.0,10,financiada,20000.0,consolidacao_dividas,14.27,0.08,7,570,nao,negado
28,feminino,tecnologo,242022.0,4,propria,12000.0,empreendimento,11.01,0.05,8,688,nao,negado
31,masculino,ensino_medio,242667.0,6,financiada,15000.0,reforma_residencial,11.12,0.06,9,643,nao,negado
29,feminino,tecnologo,242210.0,6,financiada,18000.0,empreendimento,11.83,0.07,10,665,sim,negado
27,feminino,ensino_medio,231075.0,5,financiada,15000.0,consolidacao_dividas,17.58,0.06,8,700,nao,aprovado
32,masculino,ensino_medio,245848.0,13,propria,25000.0,educacao,11.12,0.1,5,617,nao,negado
29,feminino,graduacao,234882.0,6,financiada,3600.0,empreendimento,14.26,0.02,7,619,nao,aprovado
33,feminino,graduacao,252837.0,7,financiada,20000.0,consolidacao_dividas,9.91,0.08,7,691,nao,negado
29,feminino,mestrado,253340.0,7,financiada,14000.0,saude,12.42,0.06,6,739,nao,negado
27,feminino,mestrado,205007.0,5,aluguel,16000.0,reforma_residencial,5.79,0.08,8,707,nao,negado
29,masculino,graduacao,241253.0,9,aluguel,16000.0,educacao,12.69,0.07,7,675,sim,negado
28,masculino,tecnologo,240850.0,3,aluguel,16000.0,pessoal,10.91,0.07,9,680,nao,negado
31,masculino,graduacao,259003.0,10,financiada,15000.0,saude,10.99,0.06,10,663,sim,negado
29,feminino,mestrado,360479.0,8,aluguel,16000.0,reforma_residencial,11.58,0.04,8,682,sim,negado
32,masculino,ensino_medio,265048.0,9,financiada,33000.0,reforma_residencial,20.0,0.12,9,661,nao,negado
34,feminino,mestrado,264551.0,11,financiada,7350.0,consolidacao_dividas,11.99,0.03,6,641,sim,negado
29,masculino,ensino_medio,265073.0,7,financiada,2500.0,educacao,6.99,0.01,5,656,sim,negado
34,masculino,graduacao,264950.0,13,financiada,11275.0,consolidacao_dividas,12.99,0.04,8,631,sim,negado
29,masculino,ensino_medio,265023.0,6,financiada,8500.0,consolidacao_dividas,10.37,0.03,5,610,sim,negado
34,masculino,tecnologo,267565.0,11,financiada,13000.0,saude,8.49,0.05,7,664,sim,negado
35,masculino,mestrado,270926.0,13,financiada,5000.0,empreendimento,7.49,0.02,9,676,nao,negado
32,masculino,ensino_medio,687568.0,14,aluguel,16000.0,saude,9.76,0.02,5,687,sim,negado
27,masculino,graduacao,256673.0,8,financiada,35000.0,consolidacao_dividas,16.77,0.14,5,662,nao,aprovado
34,feminino,ensino_medio,271141.0,15,financiada,3000.0,saude,13.35,0.01,10,703,sim,negado
28,masculino,tecnologo,270875.0,7,financiada,20000.0,pessoal,7.88,0.07,9,616,sim,negado
30,feminino,tecnologo,43799.0,6,aluguel,19000.0,educacao,13.72,0.43,7,645,nao,aprovado
28,feminino,graduacao,271042.0,5,financiada,6000.0,consolidacao_dividas,11.12,0.02,7,686,nao,negado
30,masculino,graduacao,274867.0,10,financiada,12800.0,empreendimento,15.33,0.05,8,666,sim,negado
27,feminino,mestrado,274789.0,6,financiada,6000.0,reforma_residencial,7.14,0.02,6,724,nao,negado
27,feminino,tecnologo,223381.0,8,financiada,35000.0,saude,11.01,0.16,5,592,nao,aprovado
30,feminino,tecnologo,277013.0,8,financiada,12000.0,consolidacao_dividas,13.98,0.04,10,640,sim,negado
29,feminino,graduacao,262437.0,8,financiada,25000.0,consolidacao_dividas,19.04,0.1,9,578,nao,aprovado
28,masculino,tecnologo,277304.0,7,financiada,10000.0,consolidacao_dividas,10.95,0.04,6,669,sim,negado
35,masculino,ensino_medio,282277.0,14,financiada,7500.0,reforma_residencial,15.05,0.03,6,592,sim,negado
27,feminino,tecnologo,283178.0,5,financiada,28000.0,empreendimento,15.96,0.1,5,597,sim,negado
33,masculino,ensino_medio,283273.0,12,financiada,25000.0,educacao,10.62,0.09,6,605,sim,negado
28,feminino,tecnologo,73137.0,6,aluguel,19200.0,consolidacao_dividas,7.88,0.26,8,571,nao,aprovado
31,masculino,graduacao,282790.0,9,propria,11200.0,saude,15.65,0.04,5,677,sim,negado
30,masculino,graduacao,269412.0,8,financiada,25000.0,reforma_residencial,11.83,0.09,9,618,nao,aprovado
28,masculino,ensino_medio,230430.0,6,financiada,9000.0,saude,16.95,0.04,6,618,nao,aprovado
32,masculino,tecnologo,285606.0,11,financiada,21000.0,reforma_residencial,9.2,0.07,9,675,sim,negado
29,masculino,ensino_medio,288843.0,10,financiada,12000.0,consolidacao_dividas,6.03,0.04,9,647,sim,negado
33,masculino,mestrado,289143.0,8,propria,15000.0,pessoal,13.16,0.05,10,617,sim,negado
29,feminino,tecnologo,291800.0,6,propria,35000.0,saude,10.37,0.12,8,672,sim,negado
27,masculino,mestrado,96341.0,0,aluguel,19200.0,pessoal,13.87,0.2,9,620,sim,negado
27,feminino,graduacao,293595.0,7,outro,15000.0,empreendimento,14.42,0.05,5,696,sim,negado
28,masculino,graduacao,295269.0,10,financiada,18000.0,pessoal,17.39,0.06,9,615,sim,negado
32,masculino,ensino_medio,301017.0,11,financiada,14000.0,pessoal,12.99,0.05,8,577,sim,negado
29,masculino,tecnologo,300889.0,8,financiada,25000.0,educacao,6.62,0.08,9,671,sim,negado
29,masculino,graduacao,300992.0,7,financiada,10000.0,pessoal,7.49,0.03,10,717,sim,negado
30,masculino,graduacao,301156.0,9,propria,15000.0,saude,15.99,0.05,8,583,sim,negado
31,feminino,graduacao,300959.0,7,financiada,12000.0,pessoal,14.09,0.04,6,623,nao,negado
32,feminino,mestrado,300997.0,11,financiada,20000.0,educacao,11.48,0.07,10,673,sim,negado
29,masculino,ensino_medio,301174.0,8,financiada,20000.0,educacao,13.79,0.07,8,617,sim,negado
27,masculino,tecnologo,99841.0,3,aluguel,19200.0,consolidacao_dividas,9.99,0.19,8,611,sim,negado
30,feminino,graduacao,301033.0,6,financiada,5000.0,consolidacao_dividas,9.01,0.02,8,675,sim,negado
34,masculino,tecnologo,91546.0,9,aluguel,19200.0,educacao,16.77,0.21,10,651,nao,aprovado
32,feminino,mestrado,315511.0,11,financiada,12800.0,saude,9.91,0.04,8,644,sim,negado
27,masculino,graduacao,317610.0,5,financiada,35000.0,saude,11.01,0.11,5,585,sim,negado
30,feminino,mestrado,304778.0,6,financiada,24000.0,consolidacao_dividas,14.96,0.08,7,703,nao,aprovado
29,masculino,tecnologo,319204.0,3,financiada,25000.0,pessoal,11.26,0.08,10,597,sim,negado
28,masculino,graduacao,320081.0,4,financiada,9000.0,pessoal,5.42,0.03,10,676,nao,negado
30,feminino,tecnologo,330961.0,7,financiada,7000.0,educacao,11.71,0.02,10,701,sim,negado
31,feminino,graduacao,331294.0,9,financiada,30000.0,pessoal,10.59,0.09,8,672,sim,negado
27,masculino,graduacao,109305.0,1,aluguel,19200.0,reforma_residencial,6.99,0.18,8,509,sim,negado
27,masculino,ensino_medio,330870.0,6,financiada,35000.0,empreendimento,11.01,0.11,6,569,sim,negado
34,masculino,graduacao,330971.0,13,financiada,25000.0,empreendimento,16.32,0.08,9,632,nao,negado
32,masculino,ensino_medio,115267.0,11,aluguel,19200.0,consolidacao_dividas,11.89,0.17,9,629,sim,negado
29,feminino,mestrado,349176.0,10,financiada,13175.0,pessoal,10.99,0.04,7,704,nao,negado
27,masculino,ensino_medio,348943.0,3,financiada,7875.0,saude,9.99,0.02,6,638,nao,negado
31,feminino,mestrado,353946.0,9,financiada,12000.0,empreendimento,8.94,0.03,6,682,nao,negado
30,feminino,tecnologo,360839.0,9,propria,35000.0,reforma_residencial,10.59,0.1,10,606,sim,negado
28,feminino,tecnologo,360880.0,6,financiada,9600.0,pessoal,15.23,0.03,10,678,sim,negado
28,masculino,mestrado,361101.0,7,financiada,10125.0,educacao,15.23,0.03,6,717,nao,negado
28,feminino,graduacao,346815.0,7,financiada,18000.0,empreendimento,20.0,0.05,9,622,nao,aprovado
31,feminino,tecnologo,360803.0,7,financiada,35000.0,empreendimento,15.23,0.1,6,666,sim,negado
27,masculino,tecnologo,361226.0,5,financiada,35000.0,consolidacao_dividas,11.01,0.1,8,675,sim,negado
28,feminino,ensino_medio,360788.0,6,financiada,10800.0,consolidacao_dividas,6.92,0.03,5,543,sim,negado
32,masculino,graduacao,361150.0,8,financiada,24000.0,saude,12.87,0.07,10,681,nao,negado
30,masculino,graduacao,360969.0,8,financiada,6000.0,empreendimento,9.63,0.02,10,696,nao,negado
30,masculino,ensino_medio,361038.0,7,financiada,20000.0,saude,11.58,0.06,9,565,sim,negado
33,masculino,graduacao,360931.0,9,propria,25000.0,saude,14.42,0.07,7,589,sim,negado
30,masculino,ensino_medio,373221.0,5,financiada,14000.0,consolidacao_dividas,11.01,0.04,10,533,sim,negado
27,masculino,ensino_medio,384783.0,5,financiada,28000.0,consolidacao_dividas,7.9,0.07,9,623,sim,negado
33,masculino,ensino_medio,385074.0,12,financiada,14000.0,empreendimento,7.91,0.04,5,604,sim,negado
31,masculino,graduacao,391303.0,9,financiada,10000.0,saude,5.99,0.03,7,680,sim,negado
28,feminino,mestrado,325368.0,9,financiada,25000.0,saude,17.88,0.08,6,614,nao,aprovado
35,feminino,mestrado,329467.0,14,financiada,25000.0,saude,14.59,0.08,6,638,nao,aprovado
29,feminino,mestrado,420896.0,7,financiada,12000.0,consolidacao_dividas,7.51,0.03,7,710,nao,negado
34,feminino,graduacao,429091.0,12,financiada,14000.0,reforma_residencial,18.64,0.03,9,599,nao,negado
31,feminino,tecnologo,446050.0,9,financiada,5875.0,reforma_residencial,7.74,0.01,9,641,sim,negado
30,feminino,mestrado,447379.0,4,propria,2400.0,reforma_residencial,10.99,0.01,5,594,sim,negado
32,masculino,mestrado,462976.0,11,financiada,19925.0,empreendimento,7.9,0.04,9,650,nao,negado
33,feminino,graduacao,493048.0,10,financiada,35000.0,reforma_residencial,10.37,0.07,5,657,nao,negado
35,masculino,graduacao,498907.0,13,financiada,15500.0,reforma_residencial,16.45,0.03,10,713,sim,negado
29,masculino,tecnologo,504920.0,4,financiada,8000.0,consolidacao_dividas,12.73,0.02,5,599,sim,negado
29,feminino,graduacao,534783.0,5,financiada,25000.0,pessoal,9.62,0.05,5,577,sim,negado
29,masculino,graduacao,541155.0,4,financiada,25000.0,educacao,15.37,0.05,7,683,nao,negado
29,feminino,tecnologo,577111.0,9,financiada,6500.0,saude,5.42,0.01,6,581,sim,negado
34,masculino,doutorado,478482.0,10,financiada,14000.0,saude,14.61,0.03,5,604,nao,aprovado
30,feminino,tecnologo,627222.0,4,financiada,2500.0,reforma_residencial,7.43,0.0,9,637,nao,negado
33,masculino,graduacao,13376.0,8,propria,7200.0,empreendimento,6.03,0.54,8,715,nao,aprovado
33,feminino,tecnologo,86436.0,10,aluguel,19600.0,reforma_residencial,16.07,0.23,6,637,nao,aprovado
32,feminino,mestrado,101301.0,5,aluguel,19600.0,saude,17.19,0.19,7,708,nao,aprovado
28,masculino,mestrado,725713.0,5,financiada,25000.0,pessoal,9.01,0.03,9,735,nao,aprovado
31,masculino,ensino_medio,890990.0,10,financiada,12000.0,saude,10.25,0.01,6,599,nao,negado
32,masculino,graduacao,900803.0,10,financiada,30000.0,consolidacao_dividas,9.91,0.03,8,647,sim,negado
35,feminino,tecnologo,915386.0,14,propria,10000.0,saude,8.94,0.01,10,630,sim,negado
29,feminino,mestrado,12313.0,8,aluguel,2600.0,consolidacao_dividas,12.69,0.21,7,716,nao,aprovado
30,feminino,graduacao,12258.0,8,aluguel,1800.0,pessoal,5.99,0.15,8,609,nao,aprovado
30,feminino,graduacao,12662.0,8,aluguel,1500.0,consolidacao_dividas,12.73,0.12,8,643,nao,aprovado
28,masculino,graduacao,11827.0,5,aluguel,3000.0,reforma_residencial,10.25,0.25,6,580,nao,aprovado
29,masculino,graduacao,11427.0,7,aluguel,4500.0,empreendimento,8.63,0.39,10,612,nao,aprovado
29,feminino,mestrado,11409.0,3,aluguel,3000.0,pessoal,7.49,0.26,7,651,nao,aprovado
31,masculino,ensino_medio,11112.0,8,propria,2500.0,pessoal,7.14,0.22,8,639,nao,aprovado
28,feminino,tecnologo,10649.0,4,aluguel,4750.0,reforma_residencial,11.12,0.45,5,587,nao,aprovado
31,feminino,graduacao,10754.0,6,aluguel,4000.0,educacao,11.01,0.37,7,633,nao,aprovado
29,feminino,doutorado,9824.0,5,aluguel,2200.0,empreendimento,9.91,0.22,9,676,nao,aprovado
29,masculino,tecnologo,8037.0,10,aluguel,3250.0,reforma_residencial,8.59,0.4,9,621,nao,aprovado
32,masculino,mestrado,8000.0,9,aluguel,1200.0,pessoal,12.73,0.15,9,580,nao,aprovado
30,feminino,graduacao,78015.0,6,financiada,10200.0,educacao,6.62,0.13,5,688,nao,negado
27,masculino,tecnologo,180868.0,3,financiada,18000.0,reforma_residencial,11.01,0.1,7,653,nao,negado
27,masculino,graduacao,51605.0,4,aluguel,7200.0,pessoal,10.59,0.14,9,682,sim,negado
34,masculino,graduacao,145114.0,13,financiada,25000.0,reforma_residencial,15.83,0.17,8,696,sim,negado
28,masculino,tecnologo,75689.0,6,aluguel,15000.0,reforma_residencial,7.9,0.2,10,566,sim,negado
31,masculino,tecnologo,50344.0,10,aluguel,5000.0,pessoal,15.28,0.1,5,617,nao,negado
28,masculino,tecnologo,73185.0,6,financiada,4800.0,consolidacao_dividas,11.01,0.07,5,591,sim,negado
29,masculino,graduacao,56043.0,9,financiada,6000.0,pessoal,11.49,0.11,8,654,nao,negado
30,feminino,mestrado,186931.0,5,aluguel,6000.0,saude,7.14,0.03,8,517,sim,negado
27,feminino,graduacao,120844.0,4,financiada,14400.0,pessoal,11.01,0.12,8,570,sim,negado
32,masculino,graduacao,56045.0,11,aluguel,1800.0,educacao,11.58,0.03,8,676,nao,negado
29,masculino,graduacao,42980.0,5,aluguel,1800.0,consolidacao_dividas,5.42,0.04,5,647,nao,negado
28,feminino,tecnologo,49018.0,4,financiada,19200.0,consolidacao_dividas,9.91,0.39,6,630,sim,negado
31,feminino,mestrado,61360.0,5,financiada,3000.0,empreendimento,13.22,0.05,10,710,sim,negado
28,masculino,graduacao,31145.0,5,aluguel,7000.0,educacao,6.92,0.22,7,561,sim,negado
29,masculino,ensino_medio,61237.0,10,propria,4200.0,saude,9.91,0.07,6,538,sim,negado
35,feminino,tecnologo,26436.0,11,aluguel,8000.0,consolidacao_dividas,11.14,0.3,7,678,nao,aprovado
32,feminino,mestrado,39165.0,11,aluguel,4000.0,saude,11.49,0.1,10,654,nao,negado
30,feminino,graduacao,118633.0,8,financiada,20000.0,saude,14.59,0.17,8,650,nao,aprovado
34,feminino,mestrado,28468.0,12,propria,2500.0,empreendimento,11.01,0.09,9,680,sim,negado
29,masculino,graduacao,82779.0,5,aluguel,10000.0,educacao,10.65,0.12,5,629,sim,negado
28,masculino,graduacao,60721.0,8,financiada,5000.0,empreendimento,7.74,0.08,9,624,sim,negado
30,masculino,mestrado,27054.0,6,aluguel,1500.0,consolidacao_dividas,11.71,0.06,8,627,nao,aprovado
31,masculino,graduacao,61225.0,8,financiada,2000.0,empreendimento,6.39,0.03,5,544,sim,negado
30,feminino,graduacao,78999.0,9,aluguel,12800.0,pessoal,15.2,0.16,6,667,sim,negado
27,feminino,tecnologo,35438.0,4,aluguel,5000.0,saude,14.96,0.14,5,545,sim,negado
28,masculino,graduacao,87593.0,5,financiada,18000.0,reforma_residencial,11.89,0.21,8,651,sim,negado
32,feminino,tecnologo,55138.0,7,financiada,8000.0,pessoal,14.65,0.15,8,625,sim,negado
27,feminino,graduacao,47673.0,5,financiada,5000.0,reforma_residencial,18.79,0.1,10,644,nao,aprovado
27,masculino,tecnologo,70749.0,2,aluguel,7000.0,empreendimento,11.01,0.1,9,505,sim,negado
31,feminino,tecnologo,68073.0,8,aluguel,3000.0,consolidacao_dividas,14.27,0.04,6,546,sim,negado
32,feminino,graduacao,90582.0,10,aluguel,10000.0,reforma_residencial,7.29,0.11,7,561,sim,negado
31,feminino,graduacao,73901.0,9,aluguel,8650.0,empreendimento,8.49,0.12,8,674,nao,negado
29,masculino,graduacao,55827.0,4,financiada,2000.0,saude,7.88,0.04,8,644,sim,negado
27,feminino,graduacao,63238.0,6,aluguel,5100.0,reforma_residencial,10.37,0.08,7,697,nao,negado
30,feminino,tecnologo,69129.0,6,financiada,12000.0,saude,8.94,0.17,9,625,nao,negado
32,masculino,graduacao,56437.0,10,aluguel,3000.0,consolidacao_dividas,16.29,0.05,6,639,nao,aprovado
27,feminino,tecnologo,83727.0,6,aluguel,6000.0,consolidacao_dividas,15.21,0.07,8,611,nao,aprovado
27,masculino,tecnologo,62028.0,5,aluguel,1600.0,pessoal,10.59,0.03,8,638,nao,negado
33,masculino,mestrado,61049.0,11,aluguel,6000.0,pessoal,14.96,0.1,5,623,sim,negado
34,masculino,graduacao,53599.0,13,propria,10000.0,educacao,13.43,0.19,9,642,sim,negado
27,feminino,graduacao,37087.0,6,aluguel,11000.0,pessoal,9.91,0.3,6,635,nao,aprovado
27,feminino,mestrado,96939.0,3,financiada,15000.0,educacao,6.54,0.15,6,660,sim,negado
33,masculino,graduacao,70521.0,8,aluguel,14400.0,consolidacao_dividas,9.91,0.2,8,694,sim,negado
30,masculino,mestrado,132783.0,8,propria,12000.0,pessoal,13.57,0.09,10,660,nao,negado
27,masculino,graduacao,51250.0,7,financiada,4200.0,saude,6.76,0.08,9,594,sim,negado
29,masculino,ensino_medio,27277.0,5,aluguel,8000.0,consolidacao_dividas,11.01,0.29,5,652,nao,aprovado
32,masculino,graduacao,99489.0,13,financiada,10000.0,pessoal,10.36,0.1,6,610,sim,negado
32,feminino,graduacao,61223.0,9,aluguel,2200.0,educacao,15.65,0.04,9,666,sim,negado
29,masculino,tecnologo,81768.0,7,financiada,10000.0,empreendimento,7.14,0.12,8,655,sim,negado
28,feminino,ensino_medio,55068.0,6,aluguel,10000.0,saude,9.91,0.18,5,638,sim,negado
27,masculino,graduacao,57307.0,7,financiada,6000.0,educacao,9.99,0.1,6,714,sim,negado
27,masculino,graduacao,278548.0,4,financiada,2000.0,pessoal,9.91,0.01,10,629,sim,negado
28,masculino,ensino_medio,46525.0,4,financiada,10750.0,pessoal,10.75,0.23,8,671,sim,negado
28,masculino,tecnologo,40399.0,4,aluguel,15000.0,educacao,11.01,0.37,10,659,nao,aprovado
29,feminino,graduacao,144803.0,8,financiada,4700.0,reforma_residencial,7.14,0.03,9,636,sim,negado
33,feminino,graduacao,80202.0,13,propria,3500.0,reforma_residencial,11.01,0.04,5,597,sim,negado
29,feminino,tecnologo,94599.0,11,aluguel,9000.0,empreendimento,12.42,0.1,6,680,nao,negado
31,masculino,graduacao,82663.0,8,aluguel,6000.0,pessoal,7.49,0.07,6,655,sim,negado
29,masculino,tecnologo,63396.0,6,financiada,12000.0,reforma_residencial,15.65,0.19,9,638,sim,negado
30,feminino,mestrado,67288.0,5,financiada,12000.0,consolidacao_dividas,10.38,0.18,10,637,sim,negado
